id,gender,age,topic,sign,date,text
1550279,male,17,Student,Sagittarius,"15,May,2004","             Why did I remember that I had a Blogger account from  2 or 3 years ago all of a sudden? Not really sure...but might as well use it since I'm bored right now.  For anyone that's reading this and doesn't know who I am, I'm not entirely sure why you're here, but feel free to keep reading. My name is Jeff Guebert (my last name is where the title of my blog comes from, courtesy of one of my friends about 10 years ago), I'm 17, and I live in Dallas. There, you know me now.  I'll probably get around to writing a more interesting (and longer) post tomorrow. For now, though, it's time to go to sleep...         "
1550279,male,17,Student,Sagittarius,"29,June,2004","             For quite a while the internet has been available wirelessly at locations known as 'hotspots' which can be found in places like Starbucks, McDonalds, and airports. GPRS and EDGE have allowed people to get on the internet anywhere that they can get a digital cellphone connection. Take the availability of cellphone networks, replace the necessity for a cellphone with a wireless card (much like 802.11a/b/g), and up the speed to almost twice that of a T3 connection:   that's  802.16 .  This isn't the only new technology that's competing to be the next thing home users will use for their internet connection, but with speeds and convenience on this level, whatever technology end up becoming widely adopted will take the internet to a whole new level.         "
1550279,male,17,Student,Sagittarius,"28,June,2004","             I go through these phases of researching different areas in technology in depth so that a) I can explain it to people if they ever ask me about it, and b) I can make a stronger argument for getting that technology in our house. :)  Anyway, the latest of these research sprees I've gone on has been Bluetooth. I remember about 1-2 years ago when this technology was first starting to be advertised by manufacturers, but one of the major problems then was that products made by two different companies were not guaranteed to (and often didn't) work with each other. Just another example of why I think standards are one of the best things that can happen in the tech industry.  The uses for Bluetooth are very impressive even though it is only considered a 'wire replacement'. Have a laptop and cell phone both enabled with Bluetooth? Instant wireless modem via either GPRS or EDGE. Bluetooth headset? Acts as a speaker on pretty much anything that makes sound.  More and more products on the market are staring to incorporate Bluetooth, and I wouldn't be surprised if eventually every single peripheral is completely wireless via Bluetooth, Wi-Fi, or some other wireless standard.         "
1550279,male,17,Student,Sagittarius,"26,June,2004","             Aka,  How to Make my Life Miserable . So, want to know the secret?  Subway. No, I'm not kidding. I had Subway for lunch on Monday, and Thursday was the first time I could manage to even look at my computer monitor since then. I'm still not completely better (although I can eat pretty much whatever I want to now), and every once in a while I'll have issues walking straight or standing up since I'm still a little dizzy. Oh well, at least it's better than spending over 2 full days doing nothing but lying in my bed. Summer and I really need to have a talk about what I'm supposed to be able to do and how I'm supposed to feel (Hint: This isn't one of them).         "
1550279,male,17,Student,Sagittarius,"18,June,2004","             Yep, I'm done with all 14 days of summer school now and (hopefully) have credit for Communication Applications (Speech) now. Nothing left for me to do this summer except sleep, play video games, and go watch movies. Oh yeah, and hopefully be able to update this more often than once per week.         "
1550279,male,17,Student,Sagittarius,"13,June,2004","             3 speeches in a week should not be allowed. But unfortunately it is, so that took up the majority of my time this past week. Friday I saw  The Chronicles of Riddick  (which surprised me by being a pretty good movie, more on that tomorrow) and worked on my grandparents' computer. Then I had to take the ACT yesterday, go work on 2 different people's computers, and then today I went back to my grandparents to show them how to use the computer after I made the changes to it on Friday. Tomorrow I begin my last week of summer school (which hopefully won't involve a lot of speeches). Life? Lighten up a little.....please.         "
1550279,male,17,Student,Sagittarius,"08,June,2004","             Yeah, been a few days since I updated. Lots of stuff going on, though. Anyway, let me think about what's happened...  Yesterday I had to give my speech over HDTV. I think it went pretty will; everyone seemed to enjoy it, and someone in my class even told another one of my friends how good it was. I get to give another one tomorrow over King Tut which has to make use of a visual aid. Hopefully that one will go just as well.  Tonight I tried to log into Star Wars Galaxies to play (even though I don't particularly like the game and enjoy playing FFXI much more), but I ran into an interesting problem. Somehow my account has been cancelled, and I know that I'm not the one that did it. My only guess is that Sony cancelled it after an inactivity period (of what, 3 weeks??), so they got an email from me tonight asking them to 'un-cancel' it. There's probably not a great chance that I'd be renewing my account anyway once my current subscription expires, but if I have to jump through hoops to get my account activated again, there's no way that I'm going to be playing this game that much longer.  Oh yeah, and there's been way too much rain here recently. Make it stop!!         "
1550279,male,17,Student,Sagittarius,"05,June,2004","             Yep, this is been a '1,2,3' weekend for me (as indicated by the topic title). Now for some more in depth discussion of each of these things:   1 Week of Summer School Down:  Friday marked the end of my first week of summer school (and the equivalent of the end of the 1st 6 Weeks). My first real speech is on Monday, so I have to finish preparing for it over the weekend. It has to be an informative speech with no visual aid, so I decided to do it over HDTVs. My second one will be on Wednesday which is an informative speeck with a visual aid, and I think I'll do that one on either the Egyptian Pyramids or the Sphinx.   2 SAT II Tests:  Today I took my first two SAT II tests, Writing and Mat IIC. I could have done a third, but I didn't feel like doing Spanish and there was no way I was going to do Physics. I'll probably do 1 or 2 more at the start of next school year.   3 for 3 on HP Movies:   Harry Potter and the Prizoner of Azkaban  definitely gets two thumbs up from me. It left out quite a bit that was in the book, but since most everyone that is going to see the movies has already read the book, the stuff they left out was fine. I don't know if I would say it was better than the second one (Chamber of Secrets), but there's no way it was worse.  That about covers my weekend so far. Nothing big planned for tomorrow except for working on my speeches, but who knows what could pop up at the last moment.         "
1550279,male,17,Student,Sagittarius,"03,June,2004","             So, I get out of summer school today to go eat lunch. Wendy's, long line; Whataburger, long line; Chick-Fil-A,  extremely  long line; McDonald's, 4 cars? Maybe they're having problems due to the massive power outages we've been having, but I went over there since I figured I could get my food faster.   Yeah, it went faster, but I was very impressed by the system they have set up. Instead of using the normal speaker, there were 2 women standing outside with PDAs in their hands. 2 cars at a time would give their order, and it would be transmitted wirelessly into the kitchen. Then, they had a manager with a money belt standing near the first window so that both cars could pay at the same time. Then, each of the cars head to the second window to get their food right as the next set of cars is coming around. No wonder there's no line, even Chick-Fil-A's dual lane system doesn't work as well (or else they're about 100x as popular).  Still, the point remains that I think this is an awesome use of technology and that more restaurants should make use of features like this. Not just fast food, but also places like Chili's and other sit-down restaurants. Waiter is ready to take your order? He sends it back to the kitchen to speed up the process. Need a refill on that drink? Give something to the customers so that they can signal when they need one. If restaurants started to embrace technology with ideas like this, I'd gladly pay a few extra dollars each time I went there to help support the costs. 10 years from now, no telling how we'll be getting our food, but I can assure you that it will rely on technology much more than it does now.         "
1550279,male,17,Student,Sagittarius,"02,June,2004","             Yeah, so 18 hours with electricity is the best way to spend the first part of summer in Texas, right? RIGHT?? Actually, that would be a 'no'. We had a huge thunderstorm cell come straight through the Dallas area last night (while I was out seeing  Miss Saigon ) which knocked out our power until 4:00 this afternoon.  2 days of summer school down, and the class is turing out to be fairly entertaining. Our teacher makes lots of jokes and tells us stories, so it doesn't seem like we're really there for 5 hours and 15 minutes. We start giving our first speeches tomorrow, though, but hopefully this trend will hold...         "
1550279,male,17,Student,Sagittarius,"31,July,2004","             Wow..........strange (and bad) movie. I won't spoil it for any of you who actually think you want to go see it, but trust me, it's not worth the $6 or $7 dollars to get a ticket. Actually, it's the only movie this summer that I've seen which I won't be getting on DVD when it comes out as a result of me hating the movie (see my note next to  The Terminal ):    Van Helsing  Troy  Shrek 2  Harry Potter and the Prisoner of Azkaban  The Day After Tomorrow  The Terminal (Won't be getting on DVD since it's not a movie I'd watch all that often, but it was still good)  Spiderman 2  King Arthur  I, Robot  The Bourne Supremacy  Catwoman   About time to eat lunch and then I'm going back to CPL for a few hours. They better not be showing  The Village  there....          "
1550279,male,17,Student,Sagittarius,"29,July,2004","             That's kinda how yesterday felt  :)  After my friend and I got to the hotel 30 minutes later than I originally planned, we figured that registration would already be going on. It was a good guess if they had actually bothered to follow their schedule. The registration tables didn't even open up for another hour and 30 minutes, then we stood in Line #1 for about 40 minutes, got our nametage, then stood in Line #2 for about 30 minutes more. Note to CPL staff: A schedule is something you're supposed to follow, not just create and then conveniently forget.  I'm probably going back again on Saturday for at least part of the day (maybe not all, there's only so much I can actually do). Tommorow, I have  The Village  to go see, and I'll post my thoughts on that when I get home.          "
1550279,male,17,Student,Sagittarius,"28,July,2004","             I've had this DVD for over a year, but never got around to watching it until last night (well, technically early&nbsp;this morning). While it's probably not going to be a movie that I watch as often as some of my others ( Galaxyquest ,  The Mummy (Returns) , etc.), this has to have been one of the best non-action and saddest movies that I've seen in a very long time. If you haven't seen it (and you can manage to sit through something where stuff doesn't blow up every 5 seconds) definitely go out and rent it.  CPL starts today, so expect my post tomorrow to deal with my experiences that I have there.          "
1550279,male,17,Student,Sagittarius,"23,July,2004","             The numbers don't stand for quite the same things that they did the first time though. This time, it's 1 DDR Party, 2 FFXI Websites, and 3 Extremely Good Movies.   1 DDR Party:  Tuesday night Sam had a DDR party over at his house. While only a few of us actually had prior experience playing, it was fun, and a bunch of people made the comment that they wanted to go out and buy it. It did strike me as being a little humorous when people aske me if this was just a normal DVD. Not sure how you would connect the pads then...   2 FFXI Websites:  The site I am designing for my FFXI clan finally went online on its new paid hosting, and I have also been recruited as the lead person for the FFXI division of another website. Not exactly what I would call the best timing to have both of these come up together, but it'll at least keep me busy for a while.   3 Extremely Good Movies:  I saw 3 movies this week:  I, Robot ,  The Bourne Supremacy , and  Catwoman . I liked all of these movies a whole lot, and definitely recommend that anyone reading this should go see them.  I, Robot  was a very entertaining cdi-fi/mystery movie,  The Bourne Supremacy  was an extremely good sequel (although I suggest seeing  The Bourne Identity  first), and  Catwoman  rivals  Spiderman 2  as being one of the best superhero(ine) movies I've ever seen.  Going along with the number 3, that's how many people called my house within 45 minutes wanting an answer to the exact same question. Not a whole lot of cross-communication going on there...          "
1550279,male,17,Student,Sagittarius,"17,July,2004","             Yesterday marked the one month point until we have to go back to school (August 16th). Every summer I always say that I'm going to do a whole lot of stuff, but (as expected) I maybe get about 1/10 of it done. Still in the middle of reading my two books for summer reading which hopefully I can get finished up by the week prior to school starting so I have a few days to review each of them. Anyone that knows me knows that reading comprehension isn't exactly an area where I excel in. Plot summary? Yes. Characters? Kinda. Style analysis and what the deeper meaning of lines 5-23 are? No. &nbsp; For the past 4 nights (Tuesday-Friday), we've had Vacation Bible School at our church. Since my grandparents are the ministers, I of course get to help with  everything  that we do (food, singing, crafts, etc.). At least that's over with and I hold the unofficial veto power for any and all future years. &nbsp;  Ratchet and Clank  (the first one, not  Going Commando ) is my new favorite game. I'm about 2/3 to 3/4 done with it already, and next up on my list is the sequel. I'm trying to play and beat&nbsp;games that have sequels (or simply more games coming out in the series) coming out this fall ( R&amp;C: Up Your Arsenal ,  Sly 2: Band of Thieves ,  Jak 3 , etc.) before the sequels come out. Then not to mention great games such as  Beyond Good and Evil ,  Metal Arms: Glitch in the System , and  Prince of Persia  that I still need to play. I wonder if 1 month if even enough...          "
1550279,male,17,Student,Sagittarius,"15,July,2004","              Sam wanted me to make sure that I mentioned that he and Stephaine Holford were over at my house on Tuesday. Sam and I were supposed to be working on the Computer Science Club website,&nbsp; but all we really did was play DDR for about 1-2 hours. So Sam (and Stephanie), here's your 'shout out' that you wanted on my blog&nbsp; :).            "
1550279,male,17,Student,Sagittarius,"06,July,2004","             Hope that anyone who bothers to read this had a great 4th of July weekend and did lots of fun stuff. We didn't go anywhere like we normally do since tonight we are going to see the second musical that we have tickets to,  The King and I .  Since Saturday evening, I have been downloading episodes from two of my favorite comedies on Fox. The first one,  urlLink  Quintuplets  , just premiered a few weeks ago, but has already become one of the shows that I try to watch every week. The other show,  urlLink  Arrested Development  , has completed its first season and is going to start its second in the fall. Both of these shows are part of Fox's LOL Sunday lineup, so it makes them easy to watch along with  Malcolm .         "
1550279,male,17,Student,Sagittarius,"01,July,2004","             The past two days have been pretty boring for me. Next week is a completely different story, though. If you're going to read this post, however, you get a run down of the boring past two days, not the exciting future week.  Yesterday I played FFXI....lots. Almost gained an entire level (really 2, but I had so little XP left to go for the first one that I'm not counting it) by fighting in Batallia Downs. Kazham needs to go die and take all of its evil Gobs with it. Also started the first Splinter Cell on Xbox (again, I have this habit of restarting games that I'm not all that far in if I haven't played them in ages) last night, but I'm still on the first level. So much for trying to diminish my backlog of games this summer.  Today was a little more active, but not by much. I went out to lunch at Cici's Pizza and then came home and started playing SWG. Not really sure how I've done comparatively in SWG today to FFXI yesterday, but I've still made progress. I also explained to my parents about upgrading their cellphones to GSM (I'm the only one with that right now), but I still need to get them to go to Cingular and actually do the upgrade.  Yeah, that's it. Sad, huh??         "
1550279,male,17,Student,Sagittarius,"06,August,2004","             Since there were no big movies that came out today that I wanted to see (although I probably will rent  Collateral  when it comes out on DVD), the movie that made today's cut was  The Manchurian Candidate.  Well, the reviews were definitely right on this one; it was an extremely good movie and a welcome change from last week. If you've seen the original (I haven't), it supposedly changes quite a bit of stuff up (such as who is running for office, etc.). No complaints from me though, and it's definitely one of my recommended movies of the summer.          "
1550279,male,17,Student,Sagittarius,"02,August,2004","             Two words, or rather a word and a number:  Doom. 3.  Wow....yeah, that's probably the best word to describe it. Even though I don't have the most powerful computer in the world (P4 2.0, 768 RAM, GeForce 4 Ti 4600 128 MB video card), this game  still  looks incredible. And even though it's not going to scare the living daylights out of you every 3 seconds (well, it might at harder difficulty levels; I'm playing on the easiest setting and only at the very beginning of the 4th 'mission'), this is a much better source for being scared than that pathetic excuse for a movie in general called  The Village.           "
1916038,female,14,indUnk,Cancer,"29,July,2004","            “Mummy, Daddy, wake up! We’re going to the beach today, remember?!” Jonah shook his parents by their shoulders. Daddy stirred from his sleep and leaned over to the side table to reach for the clock.  “Jonah, it’s only 5.30 a.m, son. It’s too early,” Daddy replied groggily.  “But Daddy, I want to see the sunrise,” Jonah whined. He continued to shake his Mummy.  “Jonah? What’s wrong darling?” Mummy asked him sleepily with one eye opened.  “I want to go to the beach now Mummy. I want to catch the sunrise.” Jonah urged Mummy to wake up.  “Oh, alright then. Wait downstairs and let Mummy and Daddy change before we stroll through the beach,” Mummy replied as she pushed Daddy off the bed and signaled him to bathe. Jonah excitedly got off the bed and ran downstairs.   He had always loved the sunrise and today he had wanted to catch the sun rising across the waters. Though the drive from his house to the beach was short, he still wanted them to arrive slightly earlier. He waited as patiently as he could and got out the cereal box to eat his breakfast calmly. Just as he was about to finish, he heard his parents coming down the stairs. Like a bolt of lightning, he went to his parents and pulled them to the front door.  “Let’s go Mummy, Daddy.” He urged them.  “Jonah, we haven’t even have our breakfast,” Mummy scolded him gently.  “Nevermind Julia. We’ll have our breakfast later,” Daddy replied laughingly. So the trio went out of the door and went to their driveway. It was still dark but Jonah was used to the darkness – so were his parents. Jonah climbed on the seat quickly and rushed his parents to move faster. Seconds later, they were driving through the lane which led to the beach.   When they reached, Jonah left his parents’ side and straightaway climbed on a large rock facing the sea. He huddled himself together and felt the morning breeze blowing gently across his face. He checked his watch and realized that after all the commotion, it was only 5.45am. He turned his head when Daddy called him.  “Jonah, your mum and I will be getting our breakfast. You wait here alright? We’ll get you your breakfast too.” Nodding his head, he turned back to watch the sea. He was used to being left alone on the beach to catch sunrise while his parents went away. They had taught him to be independent though he was only eleven. He smelled the crisp air of Oklahoma and felt free. He loved the beach so much that his parents actually bought the house so that he could frequent the beach.   When a tinge of orange crept into the darkness, Jonah kept his eyes on it. Slowly, as if playing hide-and-seek, the glowing sun peeped from behind the sea. The warmth of the sun spread through the beach and pierced through the cold morning breeze, engulfing Jonah with its warmth. Jonah breathed in a fresh of fresh air and pampered himself with the feeling of being engulfed. He saw a few other people strolling together, mostly couples, hand in hand. Laying his head on his arm, he waited for his parents to come with his breakfast and they will be able to stroll the beach together.  But they never came back. Jonah waited and waited but there was no sign of them. It was his uncle who came to pick him up.  “Jonah? Come here, son,” his uncle’s voice rang out and he felt two hands taking his shoulder. He was then embraced by his uncle. He was puzzled as to why his uncle came instead of his parents and why there were tears in his uncle’s eyes. He was also bewildered as to why his uncle was hugging him tightly. What happened?   Jonah still remembered how curious he felt to see his relatives crying. Never have he seen his uncles cry though he had seen his aunties cry. His uncle Johnny led him into a room and he saw two beds occupied but the person on each bed were covered with blanket all the way over their heads. Jonah became puzzled as to why Uncle Johnny showed them to him. He was not afraid of ghost or anything. Was this another prank?   But when Uncle Johnny brought him closer to the beds, he felt his hair stand and his heart felt heavy.  “What is going on Uncle John?” Jonah asked curiously as he looked up to look at Uncle John. Uncle John only stifled a cry before lifting the covers. He felt the ground swayed when he saw his Daddy and Mummy, pale-face, lying on each bed.  “Mummy? Daddy? Wake up. Why are you sleeping?” Jonah asked furiously. He refused to believe or even think that his parents were… not coming back.  “Wake up! You promised to buy me breakfast remember?' Jonah all but shouted.  “Wake up please Mummy, Daddy. Please don’t leave me all alone,” Jonah finally cried as he hugged his parents’ lifeless body.  “Please don’t leave me all alone here. I don’t want to be alone.”               "
1916038,female,14,indUnk,Cancer,"28,July,2004","           15 years had passed since his parents died but at 26 now, he could still remember the tragedy like as if it was yesterday. His parents’ were killed at a car crashed. They crashed with a drunkard who was driving in a drunken stupor. Life had been hard after that. He still remembered asking for his parents sometimes when he had nightmares at night. But it was always his Uncle John who stood by him. It was also thanks to him that he received proper education and lifestyle. He really owned that old man a lot.   Now that he was a successful shop owner,selling books, he moved out of Uncle John’s apartment and bought one of his own. Occasionally he would visit Uncle John, like today. He needed company sometimes. He's an old bachelor.  “Uncle John? Where are you?” Jonah called out when he was at the porch.  “Jonah? Here! Backyard young man!” Uncle John shouted. Knowingly, Jonah went to the backyard and saw the dear old man standing under the redbud tree where mistletoes grew from. His Uncle John loves to plant plants.  'Atleast that will keep his mind off about getting me married,' Jonah thought to himself. Jonah hurried to Uncle John and pecked his cheek.  'Glad that oyu could come Jonah. I was getting bored being here alone. Though there is company, just next door. A new neighbour, sexy as hell, Jonah.' Uncle john smirked. Shaking his head, Jonah sat down under the tree with Uncle John.  'So how have you been ,Jonah?' Uncle John asked, getting serious. Jonah could only shrug his shoulders. He couldn't tell Uncle John that he still had nightmares. He decided that it was best to keep quiet. The two kept quiet as they gaze across the lawn. Due to the weekly companion by Jonah, he was also able to help mow the lawn.   The silence was shattered by the slam of the door. It came from the new neighbour and seconds later, a figure hurried towards them.  'John? You ok? I called your home but no one picked it up. What are ..' her words trailed off. So this is the sexy neighbour Unce John was talking about. Jonah gazed at her up and down. She was wearing long pants and long sleeve shirt but still he could&nbsp;imagine that she has got a great body underneathe.&nbsp;He was instantly attracted to her. The thought of it got him worked up. No wonder old Uncle John gets worked up easily. Poor him.  'Dana, meet Jonah, my nephew. Jonah, meet Dana.' Uncle John introduced. Jonah only offered a quick smile before dropping his gaze. In that brief moment, he could see that her eyes were a light shade of green. Her bronze hair cascaded past her shoulders and her body was petite but it curved at the right places. In short, she was beautiful. He looked up at the mistletoes before looking down at his feet again.   The man called Jonah was what she thought as rude. Not even a handshake. But she did not take it into consideration much as she has a soft spot for the man's uncle. He's so sweet.  'Well, since you're okay, I'd better go then. See you around John,' Dana said before retreating back to her home.  'What da hell was that for, Jonah? Couldn't you be more friendly?' Uncle John repriminded him. He didn't know what was wrong with him. Normally he would have be friendly with any lady that chatted up with him or he encountered but with that lady, Dana, beautiful name, his social entiquette just fail him. That lady sure has got some sort of magnetic pull in her.  'Damn Jonah. What if she never comes back after that encounter? I'll be bored to death when you're not here,' Uncle John complained exaggeratedly as he got up to go back to his house, it was getting dark.  Don't worry Uncle John. I'll make sure she comes back.'  Jonah thought. Casting another look at Dana's house, he slowly trudged back into the house.            "
1916038,female,14,indUnk,Cancer,"03,August,2004","             i come home from work ... a little tired but very anxious to see my baby nura ... i open the front door and silently walk in ... i find the house very clean ... all except for a lone sock lying in the living room floor ... i (confused) walk over and pick it up and find that there is another at the foot of the hall ... i go pick it up and find a pair of your jeans and a dark red lacy shirt lying in front of our bedroom door ... i slowly and quietly open our door ... i find you wearing nothing but a black pair of panties and matching bra ... you look slowly and sultry up at me as you slide your hand out of your panties ... you bring your wet fingers up to your mouth and lick them clean before looking deeply into my eyes and saying 'I was just getting warmed up for you, baby.' ... you smile at me and i smile back ... as i walk towards you your back arches slightly and you spread your legs for me to slide between ... i crawl slowly onto the bed and up between your legs ... and i feel your warmth on my body as you wrap your legs around me ... i lower myself to kiss you softly on the lips ... kissing again feeling your tongue passionately mingle with mine ... i feel my (ahem) getting harder through my pants and on your panties ... you squirm excitedely under me as you feel it too ... we kiss deeper and harder as you we slowly and softly grind together ... i fumble with your bra as we kiss ever more passionately ... finally your bra slides off of you ... i softly kiss your nipples and lick all around your breasts ... feeling them getting harder in my mouth ... your hands are at my waist unbuttoning my pants and slide them down slightly ... you take my pants down some and i slide them completely off ... i also take my shirt off so that i can feel your soft skin against mine ... we kiss passionately and i run my fingers down your sexy body ... i love the feel of my hands on you ... i love u ... i ask you if i can take your panties off ... and without a word you take my hands and slide them to the elastic of your panties and help me slide them off ... 'are you sure bout this ...' but before i can get the words out you have already pulled me towards you ... i feel so .. so warm inside as i slide slowly into your hot wet pussy (hope word is okay) ... your so tight and as i get deeper and deeper inside of you you gasp and your eyes close slowly ... 'are u okay baby?'  .... 'Yes Brian, don't stop!' ... i pull out of you slowly and slide in gently loving the feeling as i slide deeper and deeper into you ... feeling your tight pussy sliding around my um ... um ... dick ... dripping wet and so very warm ... you begin to rock with me and i hear you moaning my name softly as i slide in and out of you ... i lean down and kiss and lick your nipples as i slide in and out of you ... feeling so good ... i begin to kiss you deeply, catching the moans before they leave your mouth ... the room is getting hotter and hotter and as it does a little sweat drips off of our bodies ... the sweat runs all over our whole bodies as we are one ... making it easier to slide deeper and deeper inside of you ... as i get a little harder you moan with slight pain but intense joy ... i ask if you want me to stop but you say loudly 'NO, Deeper BRIIIIAAAANNN!' ... i slide deeper and deeper inside of you ... your moans get louder ... soft moans of 'Nurrrraaaaa....' leave my lips almost involuntarily ... you arch your back as you moan even louder as your sweet juices run down onto our white sheets ... you pull yourself harder against me as i grow larger inside of you and slide even deeper into your hot pussy ... your moans turn into screams of joy  'mmmmm Brian more Brian ... Harder ... Deeper ... mmmm Brrrriiiaaannnnnnn!!!' at this time i feel you release me ... and i feel your hot juices explode inside of you ... as you cum i feel a strange surge of energy and sensitivity slide through my body as i cum deeply inside of you ... we both collapse ... our hot bodies lying side by side ... i hold you tight 'I love you Nura Radford/Harrison!' ... with a gasp you say 'I love you too.' ... and we pull each other close ... I lay your head on my chest as you fall asleep in my arms ... this is when i know that i'm the luckiest guy in the world ... so happy to have you by my side !!! --         "
3568056,male,17,Sports-Recreation,Capricorn,"07,June,2004","           as you probably know, i am in virginia beach at my grandparents' house.  anyway, we are driving back to ohio tomorrow, and we're leaving at 8 in the morning.  as it is about 10-11 hrs, i wont be able to post the hitter update in time for all of the games, so you will have to do without me.  this probably means you now have no chance whatsoever, but thats life i guess.  i might talk about the 7:05 and later games if i get home in time, probably not. have a good one regardless.         "
3568056,male,17,Sports-Recreation,Capricorn,"07,June,2004","           happy friday!  there were a lot of pretty good performances last night by pitchers, only one that i would call a great one, so we will lead off w/ that one.  here it goes: yesterdays best: z. day Mtl: 9 IP, W, 0 ER, 6 H, 0 BB, 4 K against the royals.  day has been doing well this year, despite a 5-6 record, he has an ERA of 3.12.  if he gets some more run support, either through offense or a trade, he could win 15+ a season.  he is a very good young pitcher. c. zambrano ChC: 8 IP, W, 2 ER, 5 H, 4 BB, 7 K.  he is a top 5 pitcher so far this season IMO (schmidt, r johnson, a. benitez, clemens). 7-2 with a 2.27 ERA.  his curveball has a lot more on it this year than what i have seen before.  he is able to depend on that pitch as well, and i think that he has potential to maintain this all season. c. fossum Ari: 6 IP, W, 0 ER, 5 H, 2 BB, 5 K over Bal.  his counterpart, bautista for Baltimore had a perfect game thru 5 or 6 i think, but gave up a 3 run shot the next inning. this was definitely an aberration (he got his ERA below 6), so i wouldnt look for another similar performance any time soon. c. pavano Fla: 8.2 IP, W, 1 ER, 4 H, 1 BB, 7 K.  another pitcher quietly having a good season.  while beckett and burnett are struggling, pavano has been the marlins' rock in the rotation.  2nd straight very good start (6/4 7.2 IP, W, 1 ER), and 6-2, 3.10 on season.  he might be peaking right now, so i dont know if i would hold on to him for the rest of the season. k. ishii LA: 8 IP, W, 1 ER, 6 H, 1 BB, 4 K. also having a good season (8-3, 3.36).  he is getting a bit more run support than last year, not by much, but more nonetheless.  he has shown improvement each of the last 3 yrs, especially w/ his control. c. schilling Bos: 7 IP, W, 2 ER, 6 H, 2 BB, 8 K.  always good for a solid performance, schilling has had a consistent season. for his price, you could probably get a marginally better pitcher, but he is not going to let you down very often.  if you have the money, he is a smart pickup.  those were the best performances of last night.  some pitchers to look for good things from tonight are: livan hernandez Mtl: plays at seattle tonight, who has been a struggling offensive team.  hernandez is known as an inning-eater, so i will predict 7.2 IP, 2 ER, 5 H, and a win (why not go for it all w/ my predictions?) tim hudson Oak: a safe enough pick, playing at home v. Pit, whose offense had been struggling, although they scored 7 yesterday.  i will say 7 IP, 3 ER, 7 H, and a win for tim.  i think the A's can match however many runs the pirates throw up there. al leiter NYM: has an ERA this season below 2 (1.78 i think).  playing against KC only enhances my confidence in him.  i kind of want to say CG shutout, but leiter probably doesnt have that much endurance in him.  7 IP, 1 ER, 2 H, win. brett myers Phi: plays at Min, home of the 'evil ventilation system'.  he will overcome this hardship and get a win in 6.1 innings.  he will give up 3 ER and 6 H. i know this to be a fact (not really...had you fooled there) scott schoeneweis Chisox: my 'out on a limb' pick for the night, he had a great rookie year 3ish yrs ago (along w/ rick ankiel), and has done well this season as well. performance of the night v. Atl-CG 3-hitter, 1 unearned run, 2 BB, 9 K, win.  there you have it, who says i dont have the balls to predict stuff?  hope this is helpful and accurate.  if you find any errors, you will get mentioned in my next post, and maybe you will win a new car!  any comments regarding format and or content are always welcome.  good luck, and have a good one!         "
